Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo Agregado
Apartamento;Tijuca;2;1;1;80;2000.0;500.0;94.0;25.0;Apartamento
Apartamento;Tijuca;2;1;1;70;2500.0;769.0;0.0;35.71;Apartamento
Apartamento;Tijuca;2;1;1;100;3100.0;700.0;0.0;31.0;Apartamento
Apartamento;Tijuca;2;0;0;60;1700.0;487.0;49.0;28.33;Apartamento
Apartamento;Tijuca;3;1;1;145;2800.0;950.0;154.0;19.31;Apartamento
Apartamento;Tijuca;2;0;0;80;1400.0;850.0;0.0;17.5;Apartamento
Apartamento;Tijuca;3;1;0;96;1750.0;950.0;118.0;18.23;Apartamento
Apartamento;Tijuca;2;0;0;60;900.0;456.0;20.0;15.0;Apartamento
Apartamento;Tijuca;3;2;0;108;2000.0;1000.0;0.0;18.52;Apartamento
Apartamento;Tijuca;1;0;0;40;900.0;640.0;21.0;22.5;Apartamento
Apartamento;Tijuca;2;0;0;80;1400.0;850.0;0.0;17.5;Apartamento
Apartamento;Tijuca;2;1;1;120;1600.0;874.0;190.0;13.33;Apartamento
Apartamento;Tijuca;2;0;0;90;1700.0;530.0;0.0;18.89;Apartamento
Apartamento;Tijuca;2;1;0;70;2300.0;840.0;0.0;32.86;Apartamento
Apartamento;Tijuca;2;1;0;64;1150.0;695.0;60.0;17.97;Apartamento
Apartamento;Tijuca;3;1;1;90;2200.0;716.0;0.0;24.44;Apartamento
Apartamento;Tijuca;2;1;1;70;2100.0;7409.0;0.0;30.0;Apartamento
Apartamento;Tijuca;3;1;0;80;2600.0;800.0;0.0;32.5;Apartamento
Apartamento;Tijuca;2;0;0;61;1700.0;690.0;89.0;27.87;Apartamento
Apartamento;Tijuca;1;0;0;45;1300.0;400.0;0.0;28.89;Apartamento
Apartamento;Tijuca;1;0;0;45;1000.0;440.0;0.0;22.22;Apartamento
Apartamento;Tijuca;4;2;1;188;2000.0;2000.0;3090.0;10.64;Apartamento
Apartamento;Tijuca;2;1;0;65;1900.0;750.0;70.0;29.23;Apartamento
Apartamento;Tijuca;3;2;1;150;2800.0;1400.0;222.0;18.67;Apartamento
Apartamento;Tijuca;2;0;0;73;1200.0;700.0;30.0;16.44;Apartamento
Apartamento;Tijuca;3;1;0;90;2300.0;747.0;0.0;25.56;Apartamento
Apartamento;Tijuca;2;0;0;68;1700.0;604.0;84.0;25.0;Apartamento
Apartamento;Tijuca;1;0;0;40;1100.0;534.0;25.0;27.5;Apartamento
Apartamento;Tijuca;1;0;0;59;1250.0;500.0;0.0;21.19;Apartamento
Apartamento;Tijuca;2;1;0;56;1500.0;520.0;49.0;26.79;Apartamento
Apartamento;Tijuca;3;0;0;80;1800.0;760.0;119.0;22.5;Apartamento
Apartamento;Tijuca;1;0;0;48;1200.0;310.0;47.0;25.0;Apartamento
Apartamento;Tijuca;3;1;0;120;1400.0;699.0;150.0;11.67;Apartamento
Apartamento;Tijuca;1;1;0;52;1500.0;505.0;21.0;28.85;Apartamento
Apartamento;Tijuca;2;0;0;51;1800.0;250.0;0.0;35.29;Apartamento
Apartamento;Tijuca;3;0;0;92;1500.0;645.0;85.0;16.3;Apartamento
Apartamento;Tijuca;1;1;1;40;1600.0;493.0;0.0;40.0;Apartamento
Apartamento;Tijuca;4;2;2;182;2500.0;1620.0;297.0;13.74;Apartamento
Apartamento;Tijuca;2;1;0;75;1500.0;430.0;0.0;20.0;Apartamento
Apartamento;Tijuca;4;2;1;150;2500.0;1300.0;315.0;16.67;Apartamento
Apartamento;Tijuca;2;1;0;73;1680.0;500.0;80.0;23.01;Apartamento
Apartamento;Tijuca;3;1;0;90;2000.0;620.0;56.0;22.22;Apartamento
Apartamento;Tijuca;2;1;0;84;1800.0;501.0;0.0;21.43;Apartamento
Apartamento;Tijuca;3;1;1;90;2000.0;887.0;123.0;22.22;Apartamento
Apartamento;Tijuca;3;2;1;118;2400.0;970.0;0.0;20.34;Apartamento
Apartamento;Tijuca;2;1;1;66;1800.0;800.0;100.0;27.27;Apartamento
Apartamento;Tijuca;3;2;0;82;2600.0;780.0;0.0;31.71;Apartamento
Apartamento;Tijuca;2;0;0;75;1300.0;461.0;62.0;17.33;Apartamento
Apartamento;Tijuca;3;1;1;108;1800.0;700.0;144.0;16.67;Apartamento
Apartamento;Tijuca;3;0;0;100;2600.0;620.0;130.0;26.0;Apartamento
Apartamento;Tijuca;2;2;1;80;2100.0;750.0;100.0;26.25;Apartamento
Apartamento;Tijuca;2;0;0;75;2000.0;715.0;0.0;26.67;Apartamento
Apartamento;Tijuca;2;0;1;110;2000.0;450.0;128.0;18.18;Apartamento
Apartamento;Tijuca;3;1;1;125;2200.0;1092.0;148.0;17.6;Apartamento
Apartamento;Tijuca;2;1;0;68;1600.0;589.0;0.0;23.53;Apartamento
Apartamento;Tijuca;3;0;1;104;1800.0;750.0;150.0;17.31;Apartamento
Apartamento;Tijuca;3;0;0;100;1800.0;200.0;0.0;18.0;Apartamento
Apartamento;Tijuca;3;1;1;76;2400.0;850.0;37.0;31.58;Apartamento
Apartamento;Tijuca;1;0;0;35;1000.0;300.0;50.0;28.57;Apartamento
Apartamento;Tijuca;2;1;1;92;1700.0;670.0;138.0;18.48;Apartamento
Apartamento;Tijuca;2;0;0;60;2000.0;150.0;24.0;33.33;Apartamento
Apartamento;Tijuca;2;0;0;60;2000.0;441.0;48.0;33.33;Apartamento
Apartamento;Tijuca;1;0;1;32;1750.0;320.0;0.0;54.69;Apartamento
Apartamento;Tijuca;1;0;1;31;1300.0;534.0;24.0;41.94;Apartamento
Apartamento;Tijuca;3;0;0;78;1500.0;550.0;97.0;19.23;Apartamento
Apartamento;Tijuca;1;0;0;40;1250.0;499.0;0.0;31.25;Apartamento
Apartamento;Tijuca;2;1;0;88;2500.0;620.0;0.0;28.41;Apartamento
Apartamento;Tijuca;1;1;0;55;2100.0;1.0;0.0;38.18;Apartamento
Apartamento;Tijuca;2;1;1;83;1700.0;1080.0;105.0;20.48;Apartamento
Apartamento;Tijuca;3;2;1;82;2200.0;940.0;84.0;26.83;Apartamento
Apartamento;Tijuca;3;2;1;115;1800.0;700.0;177.0;15.65;Apartamento
Apartamento;Tijuca;2;1;0;85;1800.0;459.0;81.0;21.18;Apartamento
Apartamento;Tijuca;2;0;0;45;1000.0;304.0;24.0;22.22;Apartamento
Apartamento;Tijuca;3;1;1;122;2900.0;910.0;0.0;23.77;Apartamento
Apartamento;Tijuca;2;0;0;89;1600.0;702.0;97.0;17.98;Apartamento
Apartamento;Tijuca;2;1;0;87;1600.0;630.0;79.0;18.39;Apartamento
Apartamento;Tijuca;3;1;1;88;2000.0;700.0;135.0;22.73;Apartamento
Apartamento;Tijuca;1;0;1;46;1400.0;320.0;21.0;30.43;Apartamento
Apartamento;Tijuca;2;1;1;85;1800.0;610.0;115.0;21.18;Apartamento
Apartamento;Tijuca;3;2;2;145;3100.0;880.0;0.0;21.38;Apartamento
Apartamento;Tijuca;3;0;0;85;1800.0;600.0;116.0;21.18;Apartamento
Apartamento;Tijuca;1;0;0;42;1600.0;550.0;20.0;38.1;Apartamento
Apartamento;Tijuca;3;1;0;110;1600.0;950.0;122.0;14.55;Apartamento
Apartamento;Tijuca;3;1;1;100;3200.0;750.0;0.0;32.0;Apartamento
Apartamento;Tijuca;1;1;0;62;1600.0;690.0;25.0;25.81;Apartamento
Apartamento;Tijuca;3;2;0;80;2260.0;800.0;0.0;28.25;Apartamento
Apartamento;Tijuca;4;2;1;150;3500.0;1360.0;368.0;23.33;Apartamento
Apartamento;Tijuca;2;0;0;43;1500.0;300.0;0.0;34.88;Apartamento
Apartamento;Tijuca;2;1;1;82;1800.0;798.0;132.0;21.95;Apartamento
Apartamento;Tijuca;3;1;1;83;2300.0;1244.0;191.0;27.71;Apartamento
Apartamento;Tijuca;2;0;0;70;1600.0;520.0;0.0;22.86;Apartamento
Apartamento;Tijuca;3;0;0;70;2000.0;442.0;70.0;28.57;Apartamento
Apartamento;Tijuca;2;1;0;70;1900.0;840.0;0.0;27.14;Apartamento
Apartamento;Tijuca;3;1;1;150;2400.0;966.0;0.0;16.0;Apartamento
Apartamento;Tijuca;2;1;0;60;1500.0;485.0;15.0;25.0;Apartamento
Apartamento;Tijuca;3;1;1;120;2100.0;770.0;157.0;17.5;Apartamento
Apartamento;Tijuca;2;0;0;70;2200.0;532.0;45.0;31.43;Apartamento
Apartamento;Tijuca;3;0;0;90;1650.0;1000.0;172.0;18.33;Apartamento
Apartamento;Tijuca;4;2;2;153;3500.0;1600.0;300.0;22.88;Apartamento
Apartamento;Tijuca;4;3;2;130;2600.0;1100.0;240.0;20.0;Apartamento
Apartamento;Tijuca;2;1;1;110;2900.0;748.0;20.0;26.36;Apartamento
Apartamento;Tijuca;2;1;0;56;1400.0;793.0;48.0;25.0;Apartamento
Apartamento;Tijuca;3;1;1;108;3500.0;1222.0;196.0;32.41;Apartamento
Apartamento;Tijuca;2;1;1;85;3300.0;730.0;192.0;38.82;Apartamento
Apartamento;Tijuca;2;1;1;86;2000.0;715.0;167.0;23.26;Apartamento
Apartamento;Tijuca;2;1;1;98;2700.0;1013.0;0.0;27.55;Apartamento
Apartamento;Tijuca;3;1;1;99;1800.0;800.0;60.0;18.18;Apartamento
Apartamento;Tijuca;2;0;0;59;1100.0;514.0;50.0;18.64;Apartamento
Apartamento;Tijuca;1;1;0;50;1600.0;560.0;20.0;32.0;Apartamento
Apartamento;Tijuca;3;1;0;90;1800.0;823.0;130.0;20.0;Apartamento
Apartamento;Tijuca;2;1;0;57;1400.0;495.0;49.0;24.56;Apartamento
Apartamento;Tijuca;2;0;0;65;1900.0;580.0;87.0;29.23;Apartamento
Apartamento;Tijuca;2;1;1;80;1900.0;840.0;120.0;23.75;Apartamento
Apartamento;Tijuca;2;0;0;52;2000.0;315.0;0.0;38.46;Apartamento
Apartamento;Tijuca;3;1;1;70;1900.0;700.0;78.0;27.14;Apartamento
Apartamento;Tijuca;3;0;1;124;2800.0;925.0;0.0;22.58;Apartamento
Apartamento;Tijuca;2;0;0;80;1400.0;650.0;0.0;17.5;Apartamento
Apartamento;Tijuca;3;0;0;87;1800.0;600.0;127.0;20.69;Apartamento
Apartamento;Tijuca;2;1;0;140;2500.0;810.0;84.0;17.86;Apartamento
Apartamento;Tijuca;1;1;0;70;1600.0;688.0;0.0;22.86;Apartamento
Apartamento;Tijuca;3;1;0;180;2800.0;1350.0;120.0;15.56;Apartamento
Apartamento;Tijuca;3;1;1;94;2300.0;603.0;99.0;24.47;Apartamento
Apartamento;Tijuca;2;1;0;75;1600.0;580.0;87.0;21.33;Apartamento
Apartamento;Tijuca;2;1;0;72;1500.0;656.0;109.0;20.83;Apartamento
Apartamento;Tijuca;3;1;1;100;1800.0;868.0;84.0;18.0;Apartamento
Apartamento;Tijuca;1;0;0;43;1100.0;210.0;0.0;25.58;Apartamento
Apartamento;Tijuca;2;0;0;45;1350.0;495.0;20.0;30.0;Apartamento
Apartamento;Tijuca;3;1;1;116;1000.0;814.0;121.0;8.62;Apartamento
Apartamento;Tijuca;2;1;1;60;1500.0;900.0;20.0;25.0;Apartamento
Apartamento;Tijuca;2;1;0;64;1150.0;695.0;0.0;17.97;Apartamento
Apartamento;Tijuca;3;1;0;125;2500.0;1100.0;200.0;20.0;Apartamento
Apartamento;Tijuca;3;0;0;110;1800.0;800.0;196.0;16.36;Apartamento
Apartamento;Tijuca;2;0;0;65;1500.0;710.0;61.0;23.08;Apartamento
Apartamento;Tijuca;3;2;1;110;2800.0;1100.0;0.0;25.45;Apartamento
Apartamento;Tijuca;2;0;0;60;1900.0;600.0;51.0;31.67;Apartamento
Apartamento;Tijuca;2;0;1;72;1800.0;535.0;0.0;25.0;Apartamento
Apartamento;Tijuca;5;1;0;220;3200.0;1200.0;254.0;14.55;Apartamento
Apartamento;Tijuca;3;1;1;110;2400.0;800.0;0.0;21.82;Apartamento
Apartamento;Tijuca;1;0;0;45;1200.0;315.0;21.0;26.67;Apartamento
Apartamento;Tijuca;1;0;0;24;1000.0;400.0;0.0;41.67;Apartamento
Apartamento;Tijuca;1;1;0;41;2000.0;388.0;0.0;48.78;Apartamento
Apartamento;Tijuca;2;0;0;73;1400.0;546.0;0.0;19.18;Apartamento
Apartamento;Tijuca;3;0;0;80;1400.0;850.0;0.0;17.5;Apartamento
Apartamento;Tijuca;2;0;0;81;1600.0;475.0;85.0;19.75;Apartamento
Apartamento;Tijuca;3;0;0;125;1200.0;908.0;147.0;9.6;Apartamento
Apartamento;Tijuca;2;0;0;74;1500.0;780.0;77.0;20.27;Apartamento
Apartamento;Tijuca;2;1;0;64;1650.0;767.0;66.0;25.78;Apartamento
Apartamento;Tijuca;3;1;0;129;1700.0;850.0;116.0;13.18;Apartamento
Apartamento;Tijuca;2;0;0;70;1600.0;460.0;20.0;22.86;Apartamento
Apartamento;Tijuca;3;1;1;91;1900.0;916.0;0.0;20.88;Apartamento
Apartamento;Tijuca;3;2;1;149;2800.0;1125.0;206.0;18.79;Apartamento
Apartamento;Tijuca;2;1;1;99;1700.0;1500.0;140.0;17.17;Apartamento
Apartamento;Tijuca;3;1;0;100;2500.0;885.0;170.0;25.0;Apartamento
Apartamento;Tijuca;2;1;0;90;1200.0;1014.0;133.0;13.33;Apartamento
Apartamento;Tijuca;2;0;0;80;1300.0;860.0;90.0;16.25;Apartamento
Apartamento;Tijuca;3;1;0;99;2000.0;690.0;0.0;20.2;Apartamento
Apartamento;Tijuca;3;2;1;84;2350.0;950.0;1186.0;27.98;Apartamento
Apartamento;Tijuca;2;0;0;74;1800.0;600.0;100.0;24.32;Apartamento
Apartamento;Tijuca;4;1;1;150;2400.0;720.0;20.0;16.0;Apartamento
Apartamento;Tijuca;3;1;1;86;3000.0;1098.0;224.0;34.88;Apartamento
Apartamento;Tijuca;2;1;1;74;1750.0;700.0;51.0;23.65;Apartamento
Apartamento;Tijuca;1;1;0;72;1600.0;572.0;0.0;22.22;Apartamento
Apartamento;Tijuca;3;1;1;100;2200.0;600.0;70.0;22.0;Apartamento
Apartamento;Tijuca;3;2;1;122;3000.0;1135.0;0.0;24.59;Apartamento
Apartamento;Tijuca;3;1;1;108;2500.0;1336.0;0.0;23.15;Apartamento
Apartamento;Tijuca;3;1;0;150;3300.0;661.0;0.0;22.0;Apartamento
Apartamento;Tijuca;2;1;1;85;1500.0;1160.0;88.0;17.65;Apartamento
Apartamento;Tijuca;2;1;1;85;1600.0;800.0;771.0;18.82;Apartamento
Apartamento;Tijuca;2;1;0;70;1400.0;600.0;117.0;20.0;Apartamento
Apartamento;Tijuca;3;1;1;130;1600.0;720.0;128.0;12.31;Apartamento
Apartamento;Tijuca;1;1;0;41;1300.0;496.0;24.0;31.71;Apartamento
Apartamento;Tijuca;1;1;0;63;1400.0;590.0;55.0;22.22;Apartamento
Apartamento;Tijuca;2;1;0;64;1850.0;536.0;86.0;28.91;Apartamento
Apartamento;Tijuca;2;1;0;90;1700.0;746.0;100.0;18.89;Apartamento
Apartamento;Tijuca;2;1;0;72;1700.0;448.0;0.0;23.61;Apartamento
Apartamento;Tijuca;1;1;0;31;1300.0;530.0;25.0;41.94;Apartamento
Apartamento;Tijuca;2;1;1;85;1300.0;636.0;88.0;15.29;Apartamento
Apartamento;Tijuca;2;1;0;73;1600.0;680.0;0.0;21.92;Apartamento
Apartamento;Tijuca;4;2;1;188;2000.0;2000.0;380.0;10.64;Apartamento
Apartamento;Tijuca;2;1;0;61;1600.0;1100.0;81.0;26.23;Apartamento
Apartamento;Tijuca;2;1;0;68;1800.0;685.0;80.0;26.47;Apartamento
Apartamento;Tijuca;2;0;0;55;1600.0;576.0;51.0;29.09;Apartamento
Apartamento;Tijuca;2;1;0;64;1150.0;695.0;0.0;17.97;Apartamento
Apartamento;Tijuca;3;1;1;165;3500.0;1300.0;286.0;21.21;Apartamento
Apartamento;Tijuca;3;1;0;100;2300.0;750.0;0.0;23.0;Apartamento
Apartamento;Tijuca;2;0;0;70;1800.0;645.0;52.0;25.71;Apartamento
Apartamento;Tijuca;3;1;1;108;1400.0;684.0;93.0;12.96;Apartamento
Apartamento;Tijuca;1;0;0;45;1150.0;458.0;46.0;25.56;Apartamento
Apartamento;Tijuca;3;0;1;120;2000.0;420.0;120.0;16.67;Apartamento
Apartamento;Tijuca;2;0;0;60;1500.0;280.0;50.0;25.0;Apartamento
Apartamento;Tijuca;3;1;0;180;1500.0;1200.0;200.0;8.33;Apartamento
Apartamento;Tijuca;2;1;0;62;1500.0;477.0;50.0;24.19;Apartamento
Apartamento;Tijuca;2;1;1;97;1900.0;940.0;195.0;19.59;Apartamento
Apartamento;Tijuca;2;1;1;87;2200.0;871.0;145.0;25.29;Apartamento
Apartamento;Tijuca;3;1;0;100;1400.0;864.0;112.0;14.0;Apartamento
Apartamento;Tijuca;2;1;0;73;1950.0;700.0;70.0;26.71;Apartamento
Apartamento;Tijuca;2;1;1;75;1900.0;600.0;49.0;25.33;Apartamento
Apartamento;Tijuca;1;1;0;63;1400.0;675.0;72.0;22.22;Apartamento
Apartamento;Tijuca;3;1;0;98;2300.0;890.0;106.0;23.47;Apartamento
Apartamento;Tijuca;2;0;0;61;1500.0;500.0;0.0;24.59;Apartamento
Apartamento;Tijuca;2;1;0;91;1800.0;1011.0;52.0;19.78;Apartamento
Apartamento;Tijuca;2;0;0;65;1800.0;580.0;87.0;27.69;Apartamento
Apartamento;Tijuca;2;0;0;73;1000.0;380.0;61.0;13.7;Apartamento
Apartamento;Tijuca;2;1;0;61;1200.0;550.0;0.0;19.67;Apartamento
Apartamento;Tijuca;2;1;0;65;1300.0;790.0;0.0;20.0;Apartamento
Apartamento;Tijuca;3;1;0;100;1800.0;788.0;126.0;18.0;Apartamento
Apartamento;Tijuca;3;1;1;94;3300.0;1190.0;240.0;35.11;Apartamento
Apartamento;Tijuca;3;1;0;100;1700.0;950.0;152.0;17.0;Apartamento
Apartamento;Tijuca;3;0;2;78;2300.0;661.0;0.0;29.49;Apartamento
Apartamento;Tijuca;2;1;1;82;2000.0;967.0;0.0;24.39;Apartamento
Apartamento;Tijuca;3;2;1;125;2800.0;1570.0;211.0;22.4;Apartamento
Apartamento;Tijuca;1;0;0;45;1950.0;550.0;55.0;43.33;Apartamento
Apartamento;Tijuca;3;1;0;90;2200.0;800.0;120.0;24.44;Apartamento
Apartamento;Tijuca;4;1;1;186;3300.0;2090.0;321.0;17.74;Apartamento
Apartamento;Tijuca;2;1;0;68;1850.0;765.0;108.0;27.21;Apartamento
Apartamento;Tijuca;3;0;0;85;2200.0;180.0;92.0;25.88;Apartamento
Apartamento;Tijuca;3;2;1;84;2350.0;1026.0;0.0;27.98;Apartamento
Apartamento;Tijuca;2;0;0;80;1800.0;550.0;0.0;22.5;Apartamento
Apartamento;Tijuca;4;1;1;128;2300.0;740.0;120.0;17.97;Apartamento
Apartamento;Tijuca;2;1;0;85;2000.0;600.0;0.0;23.53;Apartamento
Apartamento;Tijuca;2;1;0;72;1600.0;700.0;25.0;22.22;Apartamento
Apartamento;Tijuca;3;1;0;94;2000.0;695.0;96.0;21.28;Apartamento
Apartamento;Tijuca;3;1;1;110;2500.0;800.0;0.0;22.73;Apartamento
Apartamento;Tijuca;3;2;1;110;3300.0;1100.0;1.0;30.0;Apartamento
Apartamento;Tijuca;2;1;1;68;1900.0;602.0;132.0;27.94;Apartamento
Apartamento;Tijuca;1;0;0;45;1200.0;300.0;0.0;26.67;Apartamento
Apartamento;Tijuca;2;1;1;82;2600.0;851.0;0.0;31.71;Apartamento
Apartamento;Tijuca;2;0;0;70;1800.0;380.0;18.0;25.71;Apartamento
Apartamento;Tijuca;3;1;1;118;3000.0;1111.0;0.0;25.42;Apartamento
Apartamento;Tijuca;3;1;0;89;2500.0;600.0;59.0;28.09;Apartamento
Apartamento;Tijuca;1;0;0;35;1500.0;370.0;47.0;42.86;Apartamento
Apartamento;Tijuca;2;0;0;106;1600.0;670.0;130.0;15.09;Apartamento
Apartamento;Tijuca;2;1;1;74;1200.0;500.0;0.0;16.22;Apartamento
Apartamento;Tijuca;3;0;0;75;1600.0;680.0;92.0;21.33;Apartamento
Apartamento;Tijuca;2;1;1;100;2600.0;650.0;0.0;26.0;Apartamento
Apartamento;Tijuca;2;0;0;82;1600.0;370.0;0.0;19.51;Apartamento
Apartamento;Tijuca;1;1;0;60;1050.0;695.0;20.0;17.5;Apartamento
Apartamento;Tijuca;2;0;0;75;1200.0;882.0;70.0;16.0;Apartamento
Apartamento;Tijuca;3;0;1;153;1600.0;568.0;128.0;10.46;Apartamento
Apartamento;Tijuca;3;1;1;90;1900.0;1100.0;84.0;21.11;Apartamento
Apartamento;Tijuca;2;1;1;82;2300.0;1100.0;0.0;28.05;Apartamento
Apartamento;Tijuca;2;1;1;89;2000.0;605.0;22.0;22.47;Apartamento
Apartamento;Tijuca;2;0;0;61;1500.0;481.0;0.0;24.59;Apartamento
Apartamento;Tijuca;3;0;0;90;1200.0;828.0;0.0;13.33;Apartamento
Apartamento;Tijuca;3;0;0;115;1800.0;400.0;168.0;15.65;Apartamento
Apartamento;Tijuca;3;0;0;96;2500.0;714.0;900.0;26.04;Apartamento
Apartamento;Tijuca;3;2;0;140;2400.0;970.0;0.0;17.14;Apartamento
Apartamento;Tijuca;1;0;0;52;1300.0;558.0;49.0;25.0;Apartamento
Apartamento;Tijuca;2;1;0;81;2000.0;950.0;0.0;24.69;Apartamento
Apartamento;Tijuca;2;1;1;126;2200.0;865.0;153.0;17.46;Apartamento
Apartamento;Tijuca;1;0;1;37;1200.0;696.0;0.0;32.43;Apartamento
Apartamento;Tijuca;3;2;1;104;2200.0;812.0;0.0;21.15;Apartamento
Apartamento;Tijuca;3;1;1;125;2300.0;975.0;170.0;18.4;Apartamento
Apartamento;Tijuca;2;0;1;80;1800.0;600.0;0.0;22.5;Apartamento
Apartamento;Tijuca;1;0;0;50;1700.0;360.0;20.0;34.0;Apartamento
Apartamento;Tijuca;1;1;0;40;1100.0;500.0;20.0;27.5;Apartamento
Apartamento;Tijuca;3;2;1;120;3300.0;1100.0;204.0;27.5;Apartamento
Apartamento;Tijuca;1;0;0;40;1500.0;430.0;20.0;37.5;Apartamento
Apartamento;Tijuca;2;0;0;80;1400.0;850.0;0.0;17.5;Apartamento
Apartamento;Tijuca;3;0;0;91;2100.0;715.0;79.0;23.08;Apartamento
Apartamento;Tijuca;1;0;0;30;1000.0;420.0;21.0;33.33;Apartamento
Apartamento;Tijuca;3;1;0;96;2000.0;960.0;1048.0;20.83;Apartamento
Apartamento;Tijuca;2;1;0;76;1800.0;849.0;105.0;23.68;Apartamento
Apartamento;Tijuca;3;0;1;111;2300.0;720.0;0.0;20.72;Apartamento
Apartamento;Tijuca;3;1;1;115;1900.0;783.0;104.0;16.52;Apartamento
Apartamento;Tijuca;2;1;1;70;1800.0;570.0;0.0;25.71;Apartamento
Apartamento;Tijuca;2;1;0;60;1900.0;560.0;49.0;31.67;Apartamento
Apartamento;Tijuca;2;1;0;68;1800.0;690.0;120.0;26.47;Apartamento
