Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo Agregado
Apartamento;Tijuca;3;1;1;117;1900.0;816.0;0.0;16.24;Apartamento
Apartamento;Tijuca;2;0;0;78;1400.0;830.0;67.0;17.95;Apartamento
Apartamento;Tijuca;3;0;0;83;1390.0;650.0;80.0;16.75;Apartamento
Apartamento;Tijuca;2;2;1;69;2000.0;854.0;0.0;28.99;Apartamento
Apartamento;Tijuca;2;1;0;79;1600.0;700.0;81.0;20.25;Apartamento
Apartamento;Tijuca;2;1;1;98;2800.0;900.0;110.0;28.57;Apartamento
Apartamento;Tijuca;2;1;1;78;2199.0;587.0;0.0;28.19;Apartamento
Apartamento;Tijuca;2;1;1;74;1500.0;880.0;0.0;20.27;Apartamento
Apartamento;Tijuca;2;1;1;75;1800.0;700.0;0.0;24.0;Apartamento
Apartamento;Tijuca;3;0;0;92;2000.0;831.0;0.0;21.74;Apartamento
Apartamento;Tijuca;3;0;1;126;2800.0;800.0;196.0;22.22;Apartamento
Apartamento;Tijuca;2;1;1;119;2500.0;1200.0;0.0;21.01;Apartamento
Apartamento;Tijuca;2;1;1;116;2600.0;850.0;0.0;22.41;Apartamento
Apartamento;Tijuca;3;1;0;129;1600.0;850.0;116.0;12.4;Apartamento
Apartamento;Tijuca;1;0;1;62;1800.0;550.0;0.0;29.03;Apartamento
Apartamento;Tijuca;2;1;1;70;1300.0;1250.0;100.0;18.57;Apartamento
Apartamento;Tijuca;2;0;0;61;1500.0;640.0;5490.0;24.59;Apartamento
Apartamento;Tijuca;2;0;0;80;1200.0;580.0;0.0;15.0;Apartamento
Apartamento;Tijuca;3;2;1;92;1900.0;900.0;0.0;20.65;Apartamento
Apartamento;Tijuca;2;0;0;67;1600.0;566.0;51.0;23.88;Apartamento
Apartamento;Tijuca;2;1;0;160;2500.0;1150.0;0.0;15.62;Apartamento
Apartamento;Tijuca;3;2;1;110;1900.0;1027.0;0.0;17.27;Apartamento
Apartamento;Tijuca;2;1;0;75;1500.0;638.0;0.0;20.0;Apartamento
Apartamento;Tijuca;3;2;1;85;1800.0;757.0;65.0;21.18;Apartamento
Apartamento;Tijuca;2;1;0;65;1600.0;320.0;0.0;24.62;Apartamento
Apartamento;Tijuca;2;1;0;71;2100.0;700.0;24.0;29.58;Apartamento
Apartamento;Tijuca;3;0;1;88;2100.0;880.0;0.0;23.86;Apartamento
Apartamento;Tijuca;2;0;0;70;1300.0;493.0;20.0;18.57;Apartamento
Apartamento;Tijuca;3;0;0;61;1500.0;300.0;50.0;24.59;Apartamento
Apartamento;Tijuca;2;1;0;60;1200.0;590.0;24.0;20.0;Apartamento
Apartamento;Tijuca;4;1;0;168;3500.0;660.0;0.0;20.83;Apartamento
Apartamento;Tijuca;2;0;0;80;1800.0;300.0;95.0;22.5;Apartamento
Apartamento;Tijuca;2;1;0;65;1700.0;577.0;65.0;26.15;Apartamento
Apartamento;Tijuca;2;0;0;72;2500.0;550.0;90.0;34.72;Apartamento
Apartamento;Tijuca;2;0;0;66;1550.0;398.0;87.0;23.48;Apartamento
Apartamento;Tijuca;3;1;1;110;2500.0;800.0;0.0;22.73;Apartamento
Apartamento;Tijuca;2;1;0;70;1650.0;680.0;0.0;23.57;Apartamento
Apartamento;Tijuca;2;1;0;68;2100.0;750.0;100.0;30.88;Apartamento
Apartamento;Tijuca;2;0;0;69;1900.0;606.0;30.0;27.54;Apartamento
Apartamento;Tijuca;3;2;1;99;1800.0;1100.0;0.0;18.18;Apartamento
Apartamento;Tijuca;2;0;0;70;1700.0;490.0;72.0;24.29;Apartamento
Apartamento;Tijuca;3;1;1;129;1580.0;930.0;116.0;12.25;Apartamento
Apartamento;Tijuca;3;0;0;72;1600.0;489.0;24.0;22.22;Apartamento
Apartamento;Tijuca;2;0;0;76;1450.0;330.0;20.0;19.08;Apartamento
Apartamento;Tijuca;2;0;0;65;1500.0;550.0;90.0;23.08;Apartamento
Apartamento;Tijuca;3;1;1;170;3200.0;1400.0;200.0;18.82;Apartamento
Apartamento;Tijuca;3;1;0;70;2000.0;592.0;88.0;28.57;Apartamento
Apartamento;Tijuca;2;0;0;62;1400.0;250.0;47.0;22.58;Apartamento
Apartamento;Tijuca;2;0;0;70;1800.0;400.0;40.0;25.71;Apartamento
Apartamento;Tijuca;2;2;0;140;3500.0;1100.0;117.0;25.0;Apartamento
Apartamento;Tijuca;2;1;1;62;1400.0;530.0;0.0;22.58;Apartamento
Apartamento;Tijuca;1;0;1;30;1200.0;560.0;20.0;40.0;Apartamento
Apartamento;Tijuca;2;0;0;60;1500.0;575.0;63.0;25.0;Apartamento
Apartamento;Tijuca;1;0;0;45;1200.0;400.0;0.0;26.67;Apartamento
Apartamento;Tijuca;3;1;1;78;2300.0;587.0;0.0;29.49;Apartamento
Apartamento;Tijuca;2;1;1;71;2400.0;860.0;117.0;33.8;Apartamento
Apartamento;Tijuca;2;0;0;40;1400.0;466.0;18.0;35.0;Apartamento
Apartamento;Tijuca;2;1;1;70;2100.0;1015.0;96.0;30.0;Apartamento
Apartamento;Tijuca;2;1;1;59;2200.0;610.0;103.0;37.29;Apartamento
Apartamento;Tijuca;2;1;1;70;1200.0;450.0;95.0;17.14;Apartamento
Apartamento;Tijuca;2;1;0;60;1700.0;510.0;0.0;28.33;Apartamento
Apartamento;Tijuca;1;0;0;57;1000.0;517.0;0.0;17.54;Apartamento
Apartamento;Tijuca;2;1;0;70;1850.0;685.0;98.0;26.43;Apartamento
Apartamento;Tijuca;2;2;1;185;3000.0;1548.0;224.0;16.22;Apartamento
Apartamento;Tijuca;2;0;0;80;1700.0;780.0;22.0;21.25;Apartamento
Apartamento;Tijuca;3;2;1;128;2700.0;1050.0;0.0;21.09;Apartamento
Apartamento;Tijuca;2;0;0;60;1800.0;690.0;81.0;30.0;Apartamento
Apartamento;Tijuca;3;1;1;91;2300.0;832.0;123.0;25.27;Apartamento
Apartamento;Tijuca;2;1;2;88;2800.0;850.0;120.0;31.82;Apartamento
Apartamento;Tijuca;2;0;1;90;2350.0;850.0;100.0;26.11;Apartamento
Apartamento;Tijuca;3;1;0;85;2500.0;905.0;183.0;29.41;Apartamento
Apartamento;Tijuca;3;2;1;109;2500.0;742.0;105.0;22.94;Apartamento
Apartamento;Tijuca;3;0;0;96;1900.0;514.0;91.0;19.79;Apartamento
Apartamento;Tijuca;3;1;0;92;1600.0;650.0;21.0;17.39;Apartamento
Apartamento;Tijuca;2;0;0;66;2000.0;250.0;0.0;30.3;Apartamento
Apartamento;Tijuca;3;0;1;170;2500.0;1700.0;0.0;14.71;Apartamento
Apartamento;Tijuca;3;2;0;160;2800.0;800.0;100.0;17.5;Apartamento
Apartamento;Tijuca;2;1;0;66;1400.0;604.0;80.0;21.21;Apartamento
Apartamento;Tijuca;2;1;1;100;2500.0;907.0;140.0;25.0;Apartamento
Apartamento;Tijuca;3;2;1;100;2100.0;550.0;95.0;21.0;Apartamento
Apartamento;Tijuca;3;2;1;148;2700.0;1500.0;212.0;18.24;Apartamento
Apartamento;Tijuca;3;1;0;110;1900.0;513.0;144.0;17.27;Apartamento
Apartamento;Tijuca;3;1;1;79;1500.0;720.0;0.0;18.99;Apartamento
Apartamento;Tijuca;4;2;1;130;3200.0;1400.0;220.0;24.62;Apartamento
Apartamento;Tijuca;3;1;1;102;1690.0;970.0;132.0;16.57;Apartamento
Apartamento;Tijuca;3;0;1;110;3300.0;1215.0;0.0;30.0;Apartamento
Apartamento;Tijuca;4;2;1;153;2500.0;955.0;246.0;16.34;Apartamento
Apartamento;Tijuca;3;1;2;104;2500.0;900.0;1680.0;24.04;Apartamento
Apartamento;Tijuca;3;2;1;110;1800.0;1400.0;133.0;16.36;Apartamento
Apartamento;Tijuca;3;1;0;100;3500.0;1650.0;0.0;35.0;Apartamento
Apartamento;Tijuca;3;0;0;80;1460.0;455.0;124.0;18.25;Apartamento
Apartamento;Tijuca;2;0;0;40;1100.0;492.0;25.0;27.5;Apartamento
Apartamento;Tijuca;3;0;0;72;1100.0;438.0;23.0;15.28;Apartamento
Apartamento;Tijuca;3;0;0;85;1800.0;934.0;0.0;21.18;Apartamento
Apartamento;Tijuca;3;2;1;100;2000.0;786.0;180.0;20.0;Apartamento
Apartamento;Tijuca;3;1;1;90;2600.0;983.0;165.0;28.89;Apartamento
Apartamento;Tijuca;1;0;1;45;1300.0;380.0;47.0;28.89;Apartamento
Apartamento;Tijuca;3;0;1;170;2850.0;1730.0;0.0;16.76;Apartamento
Apartamento;Tijuca;2;0;0;70;1380.0;498.0;0.0;19.71;Apartamento
Apartamento;Tijuca;2;0;0;83;1600.0;510.0;0.0;19.28;Apartamento
Apartamento;Tijuca;2;1;0;67;1950.0;622.0;0.0;29.1;Apartamento
Apartamento;Tijuca;3;0;0;85;2000.0;715.0;80.0;23.53;Apartamento
Apartamento;Tijuca;2;0;1;74;2000.0;400.0;0.0;27.03;Apartamento
Apartamento;Tijuca;3;2;1;123;2500.0;1200.0;140.0;20.33;Apartamento
Apartamento;Tijuca;3;0;0;66;1450.0;606.0;21.0;21.97;Apartamento
Apartamento;Tijuca;2;1;0;68;1300.0;440.0;21.0;19.12;Apartamento
Apartamento;Tijuca;2;0;0;60;1500.0;520.0;20.0;25.0;Apartamento
Apartamento;Tijuca;3;1;1;116;1900.0;1421.0;0.0;16.38;Apartamento
Apartamento;Tijuca;1;1;0;48;1300.0;496.0;51.0;27.08;Apartamento
Apartamento;Tijuca;2;0;0;70;1700.0;222.0;25.0;24.29;Apartamento
Apartamento;Tijuca;3;0;0;80;1400.0;825.0;23.0;17.5;Apartamento
Apartamento;Tijuca;2;1;1;64;2200.0;665.0;66.0;34.38;Apartamento
Apartamento;Tijuca;2;1;0;58;2200.0;615.0;103.0;37.93;Apartamento
Apartamento;Tijuca;2;0;0;65;1500.0;270.0;20.0;23.08;Apartamento
Apartamento;Tijuca;2;0;0;60;1800.0;690.0;81.0;30.0;Apartamento
Apartamento;Tijuca;2;0;0;70;1800.0;220.0;0.0;25.71;Apartamento
Apartamento;Tijuca;2;0;0;55;1600.0;591.0;50.0;29.09;Apartamento
Apartamento;Tijuca;3;1;1;87;2200.0;850.0;0.0;25.29;Apartamento
Apartamento;Tijuca;2;0;0;70;1500.0;589.0;0.0;21.43;Apartamento
Apartamento;Tijuca;1;0;0;37;1000.0;462.0;0.0;27.03;Apartamento
Apartamento;Tijuca;2;1;0;80;1800.0;450.0;96.0;22.5;Apartamento
Apartamento;Tijuca;2;0;0;84;1600.0;300.0;0.0;19.05;Apartamento
Apartamento;Tijuca;3;2;1;90;2500.0;800.0;0.0;27.78;Apartamento
Apartamento;Tijuca;2;1;0;70;1300.0;630.0;20.0;18.57;Apartamento
Apartamento;Tijuca;2;0;0;65;1600.0;780.0;0.0;24.62;Apartamento
Apartamento;Tijuca;3;1;0;90;2200.0;600.0;83.0;24.44;Apartamento
Apartamento;Tijuca;2;0;0;70;1500.0;705.0;62.0;21.43;Apartamento
Apartamento;Tijuca;2;1;0;73;1700.0;500.0;0.0;23.29;Apartamento
Apartamento;Tijuca;2;1;1;85;1800.0;848.0;107.0;21.18;Apartamento
Apartamento;Tijuca;2;1;0;73;1800.0;630.0;0.0;24.66;Apartamento
Apartamento;Tijuca;1;0;0;45;1950.0;550.0;55.0;43.33;Apartamento
Apartamento;Tijuca;5;2;2;240;3000.0;1430.0;548.0;12.5;Apartamento
Apartamento;Tijuca;2;0;0;65;1550.0;489.0;61.0;23.85;Apartamento
Apartamento;Tijuca;2;0;0;70;1200.0;900.0;82.0;17.14;Apartamento
Apartamento;Tijuca;2;1;0;61;1800.0;740.0;0.0;29.51;Apartamento
Apartamento;Tijuca;3;1;0;80;1900.0;646.0;40.0;23.75;Apartamento
Apartamento;Tijuca;1;0;0;50;1500.0;650.0;0.0;30.0;Apartamento
Apartamento;Tijuca;1;0;0;45;1500.0;509.0;0.0;33.33;Apartamento
Apartamento;Tijuca;2;1;1;87;1800.0;989.0;185.0;20.69;Apartamento
Apartamento;Tijuca;3;0;0;105;2000.0;512.0;130.0;19.05;Apartamento
Apartamento;Tijuca;2;1;0;80;2000.0;650.0;124.0;25.0;Apartamento
Apartamento;Tijuca;2;0;0;65;1570.0;550.0;16.0;24.15;Apartamento
Apartamento;Tijuca;4;2;1;140;3500.0;980.0;199.0;25.0;Apartamento
Apartamento;Tijuca;2;1;0;88;1200.0;640.0;0.0;13.64;Apartamento
Apartamento;Tijuca;2;1;0;85;1850.0;440.0;48.0;21.76;Apartamento
Apartamento;Tijuca;3;1;0;85;2500.0;650.0;83.0;29.41;Apartamento
Apartamento;Tijuca;3;0;0;104;1800.0;400.0;0.0;17.31;Apartamento
Apartamento;Tijuca;2;1;1;90;2500.0;600.0;130.0;27.78;Apartamento
Apartamento;Tijuca;2;0;0;61;1500.0;530.0;50.0;24.59;Apartamento
Apartamento;Tijuca;3;1;1;118;2600.0;594.0;161.0;22.03;Apartamento
Apartamento;Tijuca;4;1;0;131;2800.0;585.0;1377.0;21.37;Apartamento
Apartamento;Tijuca;3;1;0;100;2000.0;800.0;0.0;20.0;Apartamento
Apartamento;Tijuca;4;2;1;135;3000.0;1350.0;200.0;22.22;Apartamento
Apartamento;Tijuca;2;1;0;79;2000.0;891.0;0.0;25.32;Apartamento
Apartamento;Tijuca;2;1;0;76;2500.0;724.0;0.0;32.89;Apartamento
Apartamento;Tijuca;2;1;0;70;2000.0;526.0;764.0;28.57;Apartamento
Apartamento;Tijuca;2;0;0;58;1300.0;470.0;24.0;22.41;Apartamento
Apartamento;Tijuca;1;0;0;40;1200.0;398.0;25.0;30.0;Apartamento
Apartamento;Tijuca;1;0;0;50;1100.0;350.0;21.0;22.0;Apartamento
Apartamento;Tijuca;3;1;1;93;3000.0;1558.0;0.0;32.26;Apartamento
Apartamento;Tijuca;3;2;1;135;2500.0;1240.0;0.0;18.52;Apartamento
Apartamento;Tijuca;3;0;0;100;1600.0;450.0;104.0;16.0;Apartamento
Apartamento;Tijuca;3;1;0;148;2200.0;990.0;196.0;14.86;Apartamento
Apartamento;Tijuca;3;0;0;96;1800.0;1000.0;96.0;18.75;Apartamento
Apartamento;Tijuca;3;2;1;110;2250.0;900.0;0.0;20.45;Apartamento
Apartamento;Tijuca;2;1;1;70;2200.0;680.0;70.0;31.43;Apartamento
Apartamento;Tijuca;3;1;1;106;2000.0;900.0;0.0;18.87;Apartamento
Apartamento;Tijuca;2;2;1;100;1600.0;810.0;138.0;16.0;Apartamento
Apartamento;Tijuca;1;0;0;48;1000.0;650.0;47.0;20.83;Apartamento
Apartamento;Tijuca;3;1;0;110;2490.0;1100.0;141.0;22.64;Apartamento
Apartamento;Tijuca;2;1;1;95;1650.0;1000.0;0.0;17.37;Apartamento
Apartamento;Tijuca;2;1;0;84;1850.0;940.0;190.0;22.02;Apartamento
Apartamento;Tijuca;3;0;0;80;1800.0;492.0;90.0;22.5;Apartamento
Apartamento;Tijuca;3;2;1;82;2600.0;1022.0;180.0;31.71;Apartamento
Apartamento;Tijuca;2;0;1;74;2200.0;650.0;150.0;29.73;Apartamento
Apartamento;Tijuca;2;1;0;85;1700.0;580.0;100.0;20.0;Apartamento
Apartamento;Tijuca;1;1;0;57;1700.0;595.0;495.0;29.82;Apartamento
Apartamento;Tijuca;3;1;0;103;1950.0;610.0;99.0;18.93;Apartamento
Apartamento;Tijuca;2;1;1;90;2400.0;800.0;80.0;26.67;Apartamento
Apartamento;Tijuca;1;0;0;39;1400.0;251.0;24.0;35.9;Apartamento
Apartamento;Tijuca;3;1;0;170;3000.0;945.0;225.0;17.65;Apartamento
Apartamento;Tijuca;3;1;0;115;2250.0;1000.0;0.0;19.57;Apartamento
Apartamento;Tijuca;3;1;0;85;2000.0;935.0;0.0;23.53;Apartamento
Apartamento;Tijuca;2;1;1;90;2500.0;970.0;165.0;27.78;Apartamento
Apartamento;Tijuca;2;1;0;68;1800.0;650.0;24.0;26.47;Apartamento
Apartamento;Tijuca;2;1;0;67;1500.0;573.0;50.0;22.39;Apartamento
Apartamento;Tijuca;2;1;1;75;1300.0;550.0;0.0;17.33;Apartamento
Apartamento;Tijuca;3;2;1;119;2500.0;830.0;0.0;21.01;Apartamento
Apartamento;Tijuca;2;1;0;70;1500.0;720.0;75.0;21.43;Apartamento
Apartamento;Tijuca;3;1;0;73;2100.0;650.0;97.0;28.77;Apartamento
Apartamento;Tijuca;3;1;1;105;2350.0;893.0;147.0;22.38;Apartamento
Apartamento;Tijuca;2;0;0;77;1800.0;505.0;0.0;23.38;Apartamento
Apartamento;Tijuca;3;1;1;79;1950.0;1100.0;0.0;24.68;Apartamento
Apartamento;Tijuca;2;1;0;68;1600.0;560.0;24.0;23.53;Apartamento
Apartamento;Tijuca;2;1;0;76;1400.0;772.0;83.0;18.42;Apartamento
Apartamento;Tijuca;4;1;0;131;2800.0;585.0;1377.0;21.37;Apartamento
Apartamento;Tijuca;2;0;0;65;1200.0;520.0;85.0;18.46;Apartamento
Apartamento;Tijuca;3;0;0;88;1600.0;804.0;92.0;18.18;Apartamento
Apartamento;Tijuca;2;1;2;90;3200.0;1000.0;0.0;35.56;Apartamento
Apartamento;Tijuca;3;1;1;110;1450.0;1295.0;0.0;13.18;Apartamento
Apartamento;Tijuca;2;1;0;64;1800.0;815.0;50.0;28.12;Apartamento
Apartamento;Tijuca;2;1;0;62;1650.0;639.0;61.0;26.61;Apartamento
Apartamento;Tijuca;2;1;0;65;1200.0;640.0;97.0;18.46;Apartamento
Apartamento;Tijuca;3;1;1;125;2400.0;870.0;141.0;19.2;Apartamento
Apartamento;Tijuca;2;1;0;80;1000.0;614.0;0.0;12.5;Apartamento
Apartamento;Tijuca;2;1;0;65;2000.0;600.0;0.0;30.77;Apartamento
Apartamento;Tijuca;3;0;1;50;2900.0;900.0;0.0;58.0;Apartamento
Apartamento;Tijuca;2;0;0;75;2100.0;482.0;88.0;28.0;Apartamento
Apartamento;Tijuca;3;0;0;92;1600.0;805.0;160.0;17.39;Apartamento
Apartamento;Tijuca;2;0;0;68;1290.0;670.0;74.0;18.97;Apartamento
Apartamento;Tijuca;3;1;1;165;2650.0;1308.0;0.0;16.06;Apartamento
Apartamento;Tijuca;2;1;0;70;1600.0;471.0;0.0;22.86;Apartamento
Apartamento;Tijuca;2;1;1;94;2000.0;650.0;0.0;21.28;Apartamento
Apartamento;Tijuca;2;0;1;110;2000.0;450.0;128.0;18.18;Apartamento
Apartamento;Tijuca;3;2;1;122;3000.0;1070.0;300.0;24.59;Apartamento
Apartamento;Tijuca;3;1;0;175;2500.0;1120.0;0.0;14.29;Apartamento
Apartamento;Tijuca;3;0;0;87;1500.0;600.0;100.0;17.24;Apartamento
Apartamento;Tijuca;2;0;0;85;1400.0;580.0;105.0;16.47;Apartamento
Apartamento;Tijuca;3;2;1;108;2499.0;730.0;150.0;23.14;Apartamento
Apartamento;Tijuca;1;0;0;44;1500.0;257.0;20.0;34.09;Apartamento
Apartamento;Tijuca;3;2;1;99;3200.0;685.0;225.0;32.32;Apartamento
Apartamento;Tijuca;2;1;0;78;1800.0;620.0;62.0;23.08;Apartamento
Apartamento;Tijuca;2;0;0;69;1700.0;760.0;62.0;24.64;Apartamento
Apartamento;Tijuca;2;3;0;70;1680.0;230.0;45.0;24.0;Apartamento
Apartamento;Tijuca;3;1;0;75;1900.0;860.0;141.0;25.33;Apartamento
Apartamento;Tijuca;1;0;0;28;1000.0;360.0;25.0;35.71;Apartamento
Casa;Tijuca;4;1;1;191;4000.0;300.0;0.0;20.94;Casa
Casa;Tijuca;4;6;0;160;3500.0;0.0;0.0;21.88;Casa
Casa;Tijuca;2;0;0;50;2100.0;100.0;0.0;42.0;Casa
Casa;Tijuca;3;0;0;45;2500.0;0.0;0.0;55.56;Casa
Casa;Tijuca;4;3;3;164;3900.0;0.0;175.0;23.78;Casa
Casa;Tijuca;7;2;0;340;10000.0;0.0;1944.0;29.41;Casa
Casa;Tijuca;3;5;1;260;6500.0;0.0;1031.0;25.0;Casa
Casa;Tijuca;2;1;0;96;1900.0;0.0;105.0;19.79;Casa
Casa;Tijuca;4;1;0;230;5000.0;0.0;0.0;21.74;Casa
Casa;Tijuca;6;8;2;215;6000.0;0.0;3500.0;27.91;Casa
Casa;Tijuca;5;1;0;139;3500.0;0.0;545.0;25.18;Casa
Casa;Tijuca;3;0;0;120;2900.0;206.0;0.0;24.17;Casa
Casa;Tijuca;7;4;0;400;10000.0;0.0;283.0;25.0;Casa
Casa;Tijuca;3;1;0;198;2000.0;0.0;0.0;10.1;Casa
Casa;Tijuca;2;0;0;71;2300.0;25.0;0.0;32.39;Casa
Casa;Tijuca;2;0;0;107;2300.0;500.0;0.0;21.5;Casa
Casa de Vila;Tijuca;2;0;0;78;1700.0;35.0;0.0;21.79;Casa
Casa de Vila;Tijuca;2;1;2;90;2700.0;600.0;170.0;30.0;Casa
Casa de Vila;Tijuca;2;0;0;75;1500.0;342.0;0.0;20.0;Casa
Casa de Vila;Tijuca;2;0;0;71;2500.0;0.0;60.0;35.21;Casa
Casa de Vila;Tijuca;1;0;0;35;1200.0;10.0;260.0;34.29;Casa
Casa de Vila;Tijuca;3;1;3;140;3990.0;90.0;225.0;28.5;Casa
Casa de Vila;Tijuca;2;1;1;52;2500.0;500.0;0.0;48.08;Casa
Casa de Vila;Tijuca;3;1;0;140;3200.0;0.0;0.0;22.86;Casa
Casa de Vila;Tijuca;2;1;0;65;1800.0;227.0;50.0;27.69;Casa
Casa de Vila;Tijuca;3;0;0;87;2600.0;0.0;0.0;29.89;Casa
Casa de Vila;Tijuca;2;0;0;95;2000.0;0.0;100.0;21.05;Casa
Casa de Vila;Tijuca;2;0;0;70;1500.0;0.0;0.0;21.43;Casa
Casa de Vila;Tijuca;2;0;0;73;2500.0;25.0;64.0;34.25;Casa
Casa de Vila;Tijuca;2;0;0;75;2200.0;0.0;0.0;29.33;Casa
Quitinete;Tijuca;1;0;0;25;900.0;385.0;200.0;36.0;Apartamento
Quitinete;Tijuca;1;0;0;28;1200.0;300.0;20.0;42.86;Apartamento
Quitinete;Tijuca;1;0;0;30;950.0;193.0;24.0;31.67;Apartamento
Quitinete;Tijuca;1;0;0;25;1200.0;381.0;25.0;48.0;Apartamento
Quitinete;Tijuca;1;1;0;33;1500.0;415.0;159.0;45.45;Apartamento
Quitinete;Tijuca;1;0;1;26;800.0;483.0;24.0;30.77;Apartamento
Quitinete;Tijuca;0;0;0;30;1100.0;400.0;0.0;36.67;Apartamento
Quitinete;Tijuca;1;0;0;30;990.0;0.0;0.0;33.0;Apartamento
Quitinete;Tijuca;0;0;0;20;800.0;380.0;0.0;40.0;Apartamento
Quitinete;Tijuca;1;0;0;27;900.0;385.0;20.0;33.33;Apartamento
Quitinete;Tijuca;1;0;0;25;1000.0;449.0;0.0;40.0;Apartamento
Quitinete;Tijuca;1;0;0;24;1000.0;380.0;20.0;41.67;Apartamento
Quitinete;Tijuca;1;0;0;20;1000.0;300.0;0.0;50.0;Apartamento
Quitinete;Tijuca;1;0;0;30;1300.0;480.0;0.0;43.33;Apartamento
Quitinete;Tijuca;1;0;0;25;1000.0;346.0;0.0;40.0;Apartamento
Quitinete;Tijuca;1;0;0;28;1500.0;390.0;30.0;53.57;Apartamento
Quitinete;Tijuca;1;0;0;30;990.0;0.0;0.0;33.0;Apartamento
Quitinete;Tijuca;1;0;0;35;1100.0;327.0;0.0;31.43;Apartamento
Quitinete;Tijuca;1;0;1;25;1500.0;350.0;20.0;60.0;Apartamento
Quitinete;Tijuca;1;0;0;25;1000.0;380.0;0.0;40.0;Apartamento
